particle,time,energy,r,potential,impact parameter,v0
0,201403.9780680049,3872.0,1975384821428571.8,-67199.99999999999,6328742103027834.0,88.0
0,207046.57196141605,3865.8427443637192,1931305898438047.5,-67653.56271589446,6328742103027834.0,88.0
0,212847.25044755166,3846.483937206649,1887068421897034.2,-68156.11722764799,6328742103027834.0,88.0
0,218810.44247149065,3812.524484696638,1842809261880463.8,-68710.9166733505,6328742103027834.0,88.0
0,224940.70106095684,3762.479007268106,1798690228425062.5,-69320.9201212499,6328742103027834.0,88.0
0,231242.70680265882,3694.7870511890214,1754901902244267.0,-69988.5570231642,6328742103027834.0,88.0
0,237721.2714160141,3607.8318967990053,1711667864036617.2,-70715.40997320789,6328742103027834.0,88.0
0,244381.34142700973,3499.9694645970594,1669249247206100.2,-71501.79814903867,6328742103027834.0,88.0
0,251228.00194497657,3369.5702899166063,1627949459646783.8,-72346.24568682989,6328742103027834.0,88.0
0,258266.4805451856,3215.077892035173,1588118805882033.5,-73244.82610081621,6328742103027834.0,88.0
0,265502.15126021486,3035.0869252282428,1550158585149450.8,-74190.38882390251,6328742103027834.0,88.0
0,272940.5386831414,2828.4439931975357,1514524043850018.8,-75171.7006916919,6328742103027834.0,88.0
0,280587.3221856877,2594.3725623928185,1481725335128450.8,-76172.57684678852,6328742103027834.0,88.0
0,288448.3402545511,2332.620598862428,1452325420188842.5,-77171.13228370083,6328742103027834.0,88.0
0,296529.59494920814,2043.6250319660612,1426933704389820.2,-78139.3503646309,6328742103027834.0,88.0
0,304837.25648462796,1728.6809070277814,1406194242388582.5,-79043.21979568581,6328742103027834.0,88.0
0,313377.6679423579,1390.095818758491,1390767699904041.2,-79843.70442506133,6328742103027834.0,88.0
0,322157.35011361033,1031.3036473668326,1381307032411791.8,-80498.73989056393,6328742103027834.0,88.0
0,331183.00647802826,656.9085274850077,1378428039601097.8,-80966.26703543184,6328742103027834.0,88.0
0,340461.52832193894,272.63349522512,1382677396300543.2,-81208.02479851153,6328742103027834.0,88.0
