particle,time,energy,r,potential,impact parameter,v0
0,244381.34142700973,4418.000000000015,1975384821428571.8,-67199.99999999999,5470010933908328.0,94.0
0,251228.00194497657,4407.985772979853,1916562784893892.5,-67940.072772592,5470010933908328.0,94.0
0,258266.4805451856,4376.217780555162,1857291346900943.0,-68776.17082001152,5470010933908328.0,94.0
0,265502.15126021486,4319.9101441144885,1797754093903635.2,-69717.93910676331,5470010933908328.0,94.0
0,272940.5386831414,4236.0083284336,1738178513171466.5,-70775.10885337973,5470010933908328.0,94.0
0,280587.3221856877,4121.193659251585,1678845480950501.2,-71956.95453711541,5470010933908328.0,94.0
0,288448.3402545511,3971.9069347661716,1620100533002715.0,-73271.43632296007,5470010933908328.0,94.0
0,296529.59494920814,3784.401484867092,1562366955981745.2,-74723.90316949441,5470010933908328.0,94.0
0,304837.25648462796,3554.839803618728,1506160464346031.0,-76315.21060271974,5470010933908328.0,94.0
0,313377.6679423579,3279.4519482018513,1452104725328765.8,-78039.11135946395,5470010933908328.0,94.0
0,322157.35011361033,2954.7771070041345,1400946160483964.2,-79878.84273906176,5470010933908328.0,94.0
0,331183.00647802826,2578.0096525870467,1353565200771467.2,-81803.01861523098,5470010933908328.0,94.0
0,340461.52832193894,2147.4633826033096,1310979526925474.8,-83761.30561327217,5470010933908328.0,94.0
